卖方客户,品种,货物编号,货物数量（张）,仓库,品牌,产地,年度,等级,类别
999900000068,CF,CF2020011100753,4,322,,非新疆,1920,1228A,S2U4P2
999900000069,CF,CF2020011101936,5,326,,非新疆,1920,1131B,S2U2P2
999900000069,CF,CF2020011107200,6,324,,新疆,2020,1129C,S3U3P3
999900000070,CF,CF2020011102117,1,308,,新疆,1920,1227A,S2U2P2
999900000070,CF,CF2020011105903,4,310,,新疆,2020,1230A,S4U3P3
999900000070,CF,CF2020011107936,5,326,,新疆,2020,2227B,S3U3P3
999900000071,CF,CF2020011103547,5,323,,新疆,2020,1227C,S2U4P2
999900000071,CF,CF2020011102592,5,319,,非新疆,2020,3127B,S3U3P1
999900000071,CF,CF2020011107638,1,332,,新疆,1920,2229C,S3U2P2
999900000071,CF,CF2020011102673,2,329,,非新疆,2020,4131B,S3U2P1
999900000071,CF,CF2020011107389,8,306,,新疆,1920,1129B,S3U3P2
999900000071,CF,CF2020011101248,6,301,,新疆,1920,2127C,S3U2P3
999900000071,CF,CF2020011106312,3,308,,新疆,1920,1127B,S4U4P2
999900000072,CF,CF2020011108086,3,333,,新疆,2020,2229A,S3U3P2
999900000072,CF,CF2020011107926,4,324,,新疆,2020,1128A,S2U2P1
999900000072,CF,CF2020011108612,2,319,,非新疆,2020,1227A,S3U4P2
999900000072,CF,CF2020011103219,4,306,,非新疆,1920,2130A,S4U3P3
999900000072,CF,CF2020011103815,4,325,,非新疆,2020,3127B,S3U2P1
999900000072,CF,CF2020011104350,2,319,,非新疆,2020,1229B,S3U2P2
999900000072,CF,CF2020011102496,8,313,,新疆,2020,1229A,S1U3P2
999900000072,CF,CF2020011107141,4,333,,新疆,1920,2127A,S2U2P1
999900000073,CF,CF2020011108073,2,308,,新疆,2020,1127C,S3U4P2
999900000073,CF,CF2020011104150,2,323,,新疆,2020,2127C,S1U3P2
999900000073,CF,CF2020011102918,1,333,,新疆,1920,1130A,S3U3P1
999900000074,CF,CF2020011101777,9,302,,新疆,1920,4132A,S2U3P1
999900000074,CF,CF2020011101422,5,331,,非新疆,2020,1129A,S2U3P1
999900000074,CF,CF2020011103426,7,334,,非新疆,1920,3130A,S1U3P3
999900000074,CF,CF2020011104079,6,311,,非新疆,2020,1128A,S2U3P2
999900000074,CF,CF2020011100553,6,311,,新疆,1920,4130C,S2U2P2
999900000074,CF,CF2020011104412,1,334,,非新疆,2020,1230A,S1U3P3
999900000074,CF,CF2020011107573,4,333,,新疆,1920,2129B,S1U2P2
999900000075,CF,CF2020011106910,4,308,,新疆,1920,1127B,S3U3P3
999900000075,CF,CF2020011108830,1,304,,非新疆,2020,2130B,S2U3P3
999900000076,CF,CF2020011104680,5,320,,新疆,1920,2131B,S1U2P2
999900000076,CF,CF2020011109026,1,306,,新疆,1920,1128B,S4U2P2
999900000076,CF,CF2020011107535,9,304,,新疆,1920,1131B,S2U4P2
999900000076,CF,CF2020011104015,2,329,,新疆,1920,1131B,S2U3P1
999900000076,CF,CF2020011100459,7,326,,非新疆,2020,1128C,S3U3P3
999900000077,CF,CF2020011105957,6,314,,新疆,2020,2229C,S3U2P2
999900000077,CF,CF2020011108256,1,309,,非新疆,1920,3127A,S3U2P2
999900000077,CF,CF2020011108470,4,334,,非新疆,1920,3127A,S3U3P3
999900000078,CF,CF2020011106452,6,304,,非新疆,2020,4131A,S2U2P2
999900000078,CF,CF2020011105711,9,323,,非新疆,2020,3128A,S3U4P2
999900000078,CF,CF2020011100337,7,326,,非新疆,1920,3127C,S2U2P1
999900000078,CF,CF2020011106046,7,329,,新疆,2020,3130C,S2U3P1
999900000078,CF,CF2020011105502,2,330,,非新疆,2020,4131A,S3U4P2
999900000078,CF,CF2020011109151,1,309,,非新疆,1920,3129B,S2U4P2
999900000078,CF,CF2020011108366,8,314,,非新疆,2020,4132A,S2U2P2
999900000079,CF,CF2020011105868,3,323,,非新疆,2020,1230A,S3U2P3
999900000079,CF,CF2020011104240,7,317,,新疆,2020,1228C,S2U3P3
999900000079,CF,CF2020011108038,4,325,,非新疆,2020,1229B,S1U3P3
999900000079,CF,CF2020011106160,9,334,,新疆,2020,2128A,S2U2P3
999900000080,CF,CF2020011108461,3,330,,非新疆,1920,2129B,S4U2P2
999900000080,CF,CF2020011102793,2,327,,非新疆,2020,1131B,S1U2P3
999900000081,CF,CF2020011109230,1,324,,非新疆,2020,3127A,S1U2P2
999900000081,CF,CF2020011102357,8,314,,新疆,2020,2127C,S2U2P1
999900000082,CF,CF2020011105417,4,314,,新疆,2020,1228A,S1U3P2
999900000082,CF,CF2020011106195,6,305,,新疆,2020,1227B,S4U3P3
999900000082,CF,CF2020011105744,2,328,,非新疆,1920,2127B,S1U3P2
999900000082,CF,CF2020011106785,7,309,,新疆,1920,2129A,S4U3P1
999900000082,CF,CF2020011108033,1,304,,新疆,2020,1230B,S2U3P1
999900000082,CF,CF2020011104766,8,324,,新疆,2020,4130A,S3U4P2
999900000082,CF,CF2020011106488,1,326,,新疆,1920,1228B,S4U2P2
999900000082,CF,CF2020011106086,3,310,,新疆,2020,1130A,S1U3P2
999900000082,CF,CF2020011109720,8,305,,非新疆,2020,2229C,S1U3P2
999900000083,CF,CF2020011108832,1,334,,新疆,1920,2129A,S4U4P2
999900000083,CF,CF2020011102468,8,301,,非新疆,1920,1229C,S3U3P3
999900000083,CF,CF2020011109117,9,311,,新疆,1920,2230B,S4U3P3
999900000083,CF,CF2020011108266,5,303,,新疆,2020,1127B,S3U3P3
999900000083,CF,CF2020011105365,6,335,,新疆,2020,2131B,S2U4P2
999900000083,CF,CF2020011102123,4,308,,非新疆,1920,2130B,S1U3P2
999900000084,CF,CF2020011103980,1,328,,新疆,1920,2130B,S4U4P2
999900000085,CF,CF2020011105691,7,333,,非新疆,1920,1229B,S3U3P2
999900000085,CF,CF2020011100730,9,311,,新疆,1920,3129C,S4U3P2
999900000085,CF,CF2020011103009,6,306,,新疆,1920,1229B,S2U3P2
999900000085,CF,CF2020011102107,9,326,,非新疆,1920,1130C,S2U3P1
999900000085,CF,CF2020011104733,1,326,,新疆,2020,3128B,S2U4P2
999900000085,CF,CF2020011105204,8,301,,非新疆,2020,4128C,S3U4P2
999900000085,CF,CF2020011100234,4,322,,新疆,2020,3128B,S3U4P2
999900000085,CF,CF2020011100420,9,335,,新疆,2020,2127B,S4U3P1
999900000085,CF,CF2020011106263,1,324,,非新疆,1920,3132B,S4U4P2
999900000086,CF,CF2020011105278,4,301,,非新疆,1920,2229B,S1U2P2
999900000086,CF,CF2020011106373,1,301,,非新疆,1920,2131A,S4U2P2
999900000086,CF,CF2020011106859,7,305,,非新疆,1920,1228C,S2U2P2
999900000087,CF,CF2020011104540,4,309,,新疆,2020,1129C,S2U3P3
999900000087,CF,CF2020011104808,7,308,,新疆,2020,1128A,S3U4P2
999900000087,CF,CF2020011101845,7,320,,非新疆,1920,2229A,S3U3P3
999900000088,CF,CF2020011100262,1,301,,非新疆,1920,2127A,S3U3P2
999900000088,CF,CF2020011108803,2,313,,新疆,2020,1228A,S2U3P2
999900000088,CF,CF2020011103194,1,320,,非新疆,1920,1130A,S3U2P2
999900000088,CF,CF2020011102804,6,328,,非新疆,1920,1127B,S4U3P2
999900000088,CF,CF2020011109897,7,332,,非新疆,1920,1130A,S1U2P2
999900000088,CF,CF2020011103104,1,332,,新疆,1920,1129A,S3U3P1
999900000089,CF,CF2020011103292,2,308,,非新疆,1920,1229A,S2U4P2
999900000089,CF,CF2020011104061,6,328,,非新疆,2020,1131B,S2U2P2
999900000089,CF,CF2020011100302,1,330,,非新疆,1920,1131B,S3U3P3
999900000089,CF,CF2020011100673,7,311,,新疆,2020,3127C,S3U2P3
999900000089,CF,CF2020011109882,9,328,,非新疆,2020,4132B,S3U3P2
999900000090,CF,CF2020011101700,6,329,,非新疆,2020,3131A,S4U3P2
999900000090,CF,CF2020011102046,6,324,,非新疆,1920,3130C,S1U3P3
999900000091,CF,CF2020011107003,3,320,,新疆,1920,1130B,S1U3P2
999900000091,CF,CF2020011107829,2,330,,非新疆,2020,4129B,S2U3P3
999900000091,CF,CF2020011103723,7,325,,新疆,2020,4129A,S4U3P2
999900000092,CF,CF2020011107294,4,320,,非新疆,2020,1227C,S3U2P1
999900000092,CF,CF2020011107935,8,314,,新疆,1920,4131A,S3U3P2
999900000092,CF,CF2020011108821,5,323,,非新疆,1920,1229B,S3U3P2
999900000092,CF,CF2020011105817,1,319,,新疆,2020,1228A,S1U3P2
999900000092,CF,CF2020011101151,6,304,,非新疆,1920,1129C,S3U2P2
999900000092,CF,CF2020011103856,4,305,,非新疆,2020,1230B,S3U2P1
999900000092,CF,CF2020011102615,3,334,,新疆,2020,3129C,S2U3P3
999900000092,CF,CF2020011105887,4,326,,非新疆,2020,2130A,S1U2P3
999900000093,CF,CF2020011107885,1,306,,新疆,1920,1228C,S3U3P2
999900000093,CF,CF2020011106893,5,308,,新疆,2020,2229C,S2U2P3
999900000093,CF,CF2020011104310,1,319,,新疆,1920,3132B,S2U3P3
999900000094,CF,CF2020011104467,2,304,,非新疆,2020,2127C,S4U2P2
999900000094,CF,CF2020011109463,7,305,,非新疆,2020,2229C,S4U3P2
999900000094,CF,CF2020011108598,6,319,,非新疆,2020,2128C,S2U2P2
999900000094,CF,CF2020011109427,6,324,,非新疆,1920,1229C,S4U4P2
999900000094,CF,CF2020011100012,2,324,,新疆,1920,1129B,S3U2P3
999900000094,CF,CF2020011100648,1,317,,非新疆,1920,2228A,S4U2P2
999900000094,CF,CF2020011100252,7,319,,新疆,1920,3131B,S1U3P2
999900000095,CF,CF2020011101335,2,309,,新疆,1920,2228A,S1U3P3
999900000095,CF,CF2020011109007,3,303,,新疆,1920,1228B,S2U3P1
999900000095,CF,CF2020011101619,7,309,,新疆,2020,4132A,S4U3P2
999900000095,CF,CF2020011102143,6,329,,新疆,2020,2129A,S2U4P2
999900000095,CF,CF2020011106595,4,301,,非新疆,2020,4132A,S4U3P1
999900000095,CF,CF2020011108782,4,306,,新疆,2020,1129C,S4U2P2
999900000095,CF,CF2020011104640,9,329,,非新疆,2020,3128C,S2U3P3
999900000096,CF,CF2020011103468,7,311,,新疆,2020,2131B,S3U3P3
999900000096,CF,CF2020011100373,8,326,,非新疆,1920,1129A,S2U2P1
999900000096,CF,CF2020011103696,6,304,,非新疆,1920,1227A,S2U3P1
999900000096,CF,CF2020011102195,5,327,,非新疆,2020,3128C,S3U2P1
999900000096,CF,CF2020011107208,1,308,,新疆,1920,3131A,S1U3P2
999900000096,CF,CF2020011106764,4,313,,新疆,1920,4131B,S2U2P1
999900000096,CF,CF2020011104929,3,326,,新疆,2020,1227B,S2U2P1
999900000096,CF,CF2020011101326,2,308,,非新疆,1920,2230B,S1U2P2
999900000096,CF,CF2020011102803,3,333,,非新疆,1920,1128C,S2U2P2
999900000097,CF,CF2020011100366,8,305,,非新疆,2020,4129A,S1U2P2
999900000097,CF,CF2020011108866,1,314,,新疆,1920,1130C,S2U2P2
999900000097,CF,CF2020011103048,4,306,,非新疆,1920,2227B,S3U2P3
999900000097,CF,CF2020011100841,2,330,,非新疆,1920,3130A,S2U2P1
999900000097,CF,CF2020011100304,8,311,,新疆,1920,2227A,S1U3P3
999900000097,CF,CF2020011105171,2,306,,非新疆,2020,4132B,S1U2P3
999900000097,CF,CF2020011109249,7,320,,非新疆,1920,1129C,S1U3P2
999900000097,CF,CF2020011108084,9,327,,新疆,2020,2227A,S2U3P1
999900000097,CF,CF2020011108677,4,331,,非新疆,1920,1131B,S3U4P2
999900000098,CF,CF2020011108812,4,317,,非新疆,2020,3127C,S2U4P2
999900000098,CF,CF2020011109619,5,311,,新疆,1920,1127C,S2U2P2
999900000098,CF,CF2020011100320,9,309,,新疆,1920,3127C,S1U2P3
999900000098,CF,CF2020011103032,4,325,,新疆,1920,4127B,S2U3P1
999900000098,CF,CF2020011107007,3,307,,新疆,2020,1131B,S3U2P2
999900000098,CF,CF2020011103730,4,324,,非新疆,2020,2130B,S2U3P2
999900000099,CF,CF2020011107652,9,335,,新疆,2020,1127B,S1U3P3
999900000099,CF,CF2020011102386,4,302,,新疆,2020,2227A,S2U3P1
999900000099,CF,CF2020011105846,1,333,,非新疆,1920,4128A,S3U3P3
999900000099,CF,CF2020011101195,2,328,,新疆,2020,4129A,S2U3P1
999900000099,CF,CF2020011107485,6,324,,非新疆,2020,4129C,S2U3P1
999900000099,CF,CF2020011100778,4,303,,非新疆,1920,1229B,S3U3P2
999900000099,CF,CF2020011102441,9,332,,新疆,1920,1229C,S3U3P1
999900000100,CF,CF2020011101445,7,333,,新疆,2020,2229A,S3U3P3
999900000100,CF,CF2020011103167,8,334,,非新疆,2020,2229C,S4U3P2
999900000100,CF,CF2020011103829,8,330,,非新疆,1920,3127A,S4U3P1
999900000100,CF,CF2020011109301,3,304,,新疆,2020,3129A,S3U4P2
999900000100,CF,CF2020011105042,8,307,,新疆,2020,2228C,S4U3P1
999900000101,CF,CF2020011100635,1,323,,非新疆,2020,1131B,S1U3P3
999900000101,CF,CF2020011100550,8,303,,新疆,1920,4131A,S3U4P2
999900000101,CF,CF2020011104667,6,306,,新疆,1920,2131A,S3U4P2
999900000101,CF,CF2020011105971,9,335,,非新疆,1920,3128A,S3U3P2
999900000101,CF,CF2020011104181,4,308,,非新疆,2020,2229C,S2U2P3
999900000101,CF,CF2020011108369,5,335,,新疆,2020,4132A,S4U3P3
999900000101,CF,CF2020011107766,2,313,,非新疆,2020,2129B,S4U2P2
999900000101,CF,CF2020011106964,2,301,,非新疆,1920,2129C,S3U3P2
999900000102,CF,CF2020011105574,9,334,,新疆,1920,4130B,S3U2P3
999900000102,CF,CF2020011105758,9,310,,非新疆,1920,4129B,S3U4P2
999900000102,CF,CF2020011107437,7,328,,非新疆,1920,2229B,S3U2P3
999900000102,CF,CF2020011104910,1,330,,非新疆,2020,2129A,S2U3P2
999900000102,CF,CF2020011104072,6,320,,非新疆,1920,2229B,S4U3P3
999900000102,CF,CF2020011104303,7,310,,非新疆,2020,4131A,S4U4P2
999900000102,CF,CF2020011103751,1,329,,新疆,1920,4127B,S3U3P3
999900000102,CF,CF2020011109651,9,324,,非新疆,2020,4132B,S3U3P3
999900000102,CF,CF2020011109477,3,330,,新疆,2020,1227C,S2U3P3
999900000103,CF,CF2020011101615,2,313,,新疆,2020,2131B,S1U3P3
999900000103,CF,CF2020011108832,3,334,,新疆,1920,2129A,S4U4P2
999900000104,CF,CF2020011102514,9,329,,新疆,1920,1227C,S2U3P2
999900000104,CF,CF2020011109322,3,328,,非新疆,2020,4129A,S2U3P2
999900000104,CF,CF2020011108589,5,328,,非新疆,2020,1227B,S2U2P1
999900000104,CF,CF2020011100405,3,330,,非新疆,2020,1127B,S2U4P2
999900000104,CF,CF2020011100954,1,330,,新疆,1920,1229A,S2U2P3
999900000104,CF,CF2020011102361,9,308,,新疆,2020,4129A,S2U4P2
999900000104,CF,CF2020011103776,8,314,,新疆,1920,1129A,S3U3P1
999900000104,CF,CF2020011104655,4,326,,新疆,1920,3129B,S1U3P2
999900000105,CF,CF2020011109959,4,304,,新疆,1920,1229A,S4U3P1
999900000105,CF,CF2020011108579,9,332,,新疆,2020,2229C,S2U4P2
999900000105,CF,CF2020011105482,9,331,,新疆,1920,2229A,S4U2P2
999900000106,CF,CF2020011104836,5,323,,新疆,1920,1128C,S1U3P3
999900000106,CF,CF2020011108570,1,327,,非新疆,1920,2131A,S4U3P3
999900000106,CF,CF2020011108194,9,305,,新疆,2020,1129B,S4U3P3
999900000106,CF,CF2020011107746,2,322,,非新疆,2020,4129C,S3U4P2
999900000106,CF,CF2020011105071,1,323,,非新疆,2020,3131B,S2U3P2
999900000106,CF,CF2020011103519,3,326,,新疆,1920,1228C,S1U2P2
999900000107,CF,CF2020011105661,8,302,,新疆,1920,4129B,S3U2P3
999900000108,CF,CF2020011100997,2,302,,新疆,2020,1131B,S3U2P3
999900000108,CF,CF2020011103508,4,332,,新疆,1920,2130A,S2U4P2
999900000109,CF,CF2020011103558,9,326,,非新疆,1920,1127B,S3U2P3
999900000109,CF,CF2020011107477,3,317,,非新疆,2020,3127B,S2U3P3
999900000109,CF,CF2020011108228,9,320,,非新疆,2020,4128B,S3U2P3
999900000110,CF,CF2020011102927,2,325,,新疆,2020,1229A,S1U2P2
999900000110,CF,CF2020011105485,5,314,,新疆,2020,1229B,S4U3P3
999900000111,CF,CF2020011105972,8,302,,非新疆,1920,2131B,S1U3P2
999900000111,CF,CF2020011105553,9,305,,新疆,2020,4130C,S3U3P3
999900000112,CF,CF2020011107393,1,307,,非新疆,1920,2228C,S4U3P3
999900000112,CF,CF2020011108893,1,310,,新疆,2020,3129B,S3U3P3
999900000112,CF,CF2020011101380,8,332,,新疆,1920,2228C,S1U3P3
999900000112,CF,CF2020011103081,9,319,,非新疆,1920,1130A,S3U2P3
999900000112,CF,CF2020011108075,6,314,,非新疆,2020,3127B,S4U2P2
999900000112,CF,CF2020011106777,6,334,,非新疆,1920,1130C,S4U3P1
999900000113,CF,CF2020011104769,2,308,,新疆,2020,2228C,S4U3P3
999900000113,CF,CF2020011102388,7,331,,非新疆,2020,4132A,S4U3P1
999900000114,CF,CF2020011102041,3,305,,新疆,2020,3128C,S2U3P1
999900000114,CF,CF2020011108974,1,309,,新疆,2020,4130C,S3U3P1
999900000114,CF,CF2020011101242,9,325,,非新疆,2020,1129B,S2U2P2
999900000115,CF,CF2020011104047,7,322,,非新疆,1920,1229C,S4U4P2
999900000116,CF,CF2020011102546,6,329,,非新疆,2020,2128A,S2U4P2
999900000116,CF,CF2020011104486,9,322,,新疆,2020,2229C,S4U3P3
999900000117,CF,CF2020011109991,6,326,,新疆,2020,2227B,S3U2P3
999900000117,CF,CF2020011104657,3,328,,非新疆,1920,2229A,S3U2P1
999900000117,CF,CF2020011103350,7,325,,非新疆,2020,4132B,S2U3P3
999900000117,CF,CF2020011107088,3,308,,非新疆,1920,3128A,S4U3P2
999900000117,CF,CF2020011101015,5,331,,非新疆,1920,2227A,S1U2P3
999900000117,CF,CF2020011101399,9,319,,非新疆,2020,3130B,S2U3P3
999900000118,CF,CF2020011103323,1,331,,非新疆,2020,1229C,S3U2P3
999900000119,CF,CF2020011102836,6,303,,新疆,1920,1228A,S2U2P1
999900000119,CF,CF2020011104359,8,323,,非新疆,2020,3128C,S3U2P1
999900000119,CF,CF2020011106544,1,320,,非新疆,1920,1229C,S4U2P2
999900000120,CF,CF2020011107888,2,329,,新疆,2020,3131A,S3U2P2
999900000120,CF,CF2020011103277,6,332,,新疆,2020,1230B,S2U4P2
999900000120,CF,CF2020011105383,7,323,,新疆,2020,4130C,S4U4P2
999900000120,CF,CF2020011108526,1,325,,非新疆,1920,1127C,S1U3P2
999900000121,CF,CF2020011101825,7,319,,新疆,2020,1129A,S3U3P2
999900000121,CF,CF2020011100216,2,332,,非新疆,1920,3128B,S2U2P3
999900000121,CF,CF2020011108752,6,303,,非新疆,2020,2130A,S2U4P2
999900000121,CF,CF2020011101306,2,317,,新疆,2020,1229C,S4U4P2
999900000121,CF,CF2020011101574,4,328,,新疆,1920,3127C,S2U4P2
999900000122,CF,CF2020011100401,1,329,,新疆,1920,1128A,S4U4P2
999900000122,CF,CF2020011100662,1,335,,非新疆,1920,2130B,S2U2P1
999900000122,CF,CF2020011109272,5,334,,新疆,1920,2130C,S3U2P1
999900000122,CF,CF2020011105081,9,317,,新疆,1920,1130C,S1U2P2
999900000122,CF,CF2020011101922,2,329,,非新疆,2020,2229A,S2U2P2
999900000123,CF,CF2020011105355,5,320,,新疆,2020,1229B,S3U3P2
999900000123,CF,CF2020011109462,1,335,,新疆,1920,3129B,S4U3P2
999900000123,CF,CF2020011103374,2,330,,非新疆,2020,2130C,S1U2P2
999900000123,CF,CF2020011101194,2,327,,非新疆,1920,1227A,S1U2P3
999900000123,CF,CF2020011103653,5,324,,非新疆,1920,4128C,S1U3P3
999900000123,CF,CF2020011100417,7,306,,新疆,1920,3130C,S1U2P3
999900000123,CF,CF2020011101958,7,310,,新疆,1920,4128C,S4U3P3
999900000123,CF,CF2020011104581,2,317,,非新疆,2020,2127B,S3U2P1
999900000123,CF,CF2020011101303,1,325,,非新疆,2020,2228B,S3U2P1
999900000124,CF,CF2020011108561,9,311,,新疆,2020,2129B,S2U2P1
999900000124,CF,CF2020011104192,9,313,,非新疆,1920,1227A,S3U2P1
999900000124,CF,CF2020011109947,9,324,,新疆,2020,4132B,S3U3P3
999900000124,CF,CF2020011105160,8,323,,新疆,2020,1227B,S4U3P2
999900000124,CF,CF2020011108859,7,302,,新疆,2020,3128A,S3U3P2
999900000124,CF,CF2020011104679,5,330,,非新疆,2020,3131A,S4U2P2
999900000124,CF,CF2020011104531,3,307,,新疆,1920,3130A,S4U2P2
999900000124,CF,CF2020011101140,8,307,,新疆,1920,1128B,S4U3P2
999900000124,CF,CF2020011107095,4,327,,新疆,1920,3129B,S3U3P1
999900000125,CF,CF2020011104033,8,324,,新疆,2020,2227B,S2U3P1
999900000125,CF,CF2020011106292,7,319,,非新疆,1920,1227C,S3U3P1
999900000125,CF,CF2020011109835,7,328,,新疆,1920,3128A,S2U3P2
999900000126,CF,CF2020011109329,8,329,,新疆,1920,4130B,S3U2P1
999900000126,CF,CF2020011104272,7,323,,新疆,1920,2227B,S2U2P1
999900000127,CF,CF2020011103988,2,306,,新疆,1920,1128B,S1U2P2
999900000127,CF,CF2020011108450,5,310,,非新疆,1920,4129A,S1U2P2
999900000128,CF,CF2020011104028,1,326,,新疆,2020,3127A,S4U2P2
999900000128,CF,CF2020011105398,2,322,,非新疆,2020,2130B,S3U3P1
999900000128,CF,CF2020011106796,2,307,,非新疆,1920,1130C,S3U3P1
999900000128,CF,CF2020011104771,8,327,,非新疆,2020,2228C,S3U2P2
999900000128,CF,CF2020011102155,2,304,,新疆,1920,2127B,S3U2P2
999900000129,CF,CF2020011104220,4,324,,非新疆,2020,1127C,S4U3P2
999900000129,CF,CF2020011101928,8,327,,非新疆,2020,2229A,S2U2P3
999900000129,CF,CF2020011105094,9,308,,非新疆,1920,4130B,S3U2P1
999900000129,CF,CF2020011104295,2,302,,非新疆,2020,2130A,S4U3P3
999900000129,CF,CF2020011100281,1,329,,非新疆,1920,2130C,S3U3P1
999900000129,CF,CF2020011108003,5,306,,新疆,2020,2229A,S3U2P2
999900000129,CF,CF2020011106383,6,319,,新疆,1920,4128C,S1U3P2
999900000129,CF,CF2020011106330,6,311,,非新疆,2020,3130A,S2U2P1
999900000129,CF,CF2020011107011,4,323,,非新疆,2020,2128B,S3U3P2
999900000130,CF,CF2020011102495,3,331,,非新疆,1920,2128B,S3U2P3
999900000130,CF,CF2020011109157,9,307,,非新疆,1920,2127C,S3U3P1
999900000130,CF,CF2020011100155,5,308,,新疆,1920,1131B,S2U2P2
999900000130,CF,CF2020011103991,5,309,,非新疆,2020,3127C,S4U3P2
999900000130,CF,CF2020011105715,2,305,,非新疆,1920,4130B,S1U3P2
999900000131,CF,CF2020011100031,9,327,,新疆,1920,1130A,S1U3P2
999900000131,CF,CF2020011101079,8,320,,非新疆,2020,2128A,S1U3P2
999900000131,CF,CF2020011105022,5,323,,非新疆,2020,1127C,S3U3P2
999900000131,CF,CF2020011108675,6,326,,非新疆,1920,2131A,S2U3P3
999900000131,CF,CF2020011105187,7,334,,非新疆,1920,4129B,S1U3P3
999900000131,CF,CF2020011109503,8,317,,新疆,2020,1227A,S4U4P2
999900000132,CF,CF2020011108286,6,320,,新疆,1920,1129A,S2U4P2
999900000133,CF,CF2020011106857,9,327,,非新疆,2020,1228A,S4U3P1
999900000133,CF,CF2020011103417,4,333,,新疆,1920,2129A,S3U4P2
999900000134,CF,CF2020011104243,8,313,,新疆,2020,4132B,S1U3P2
999900000134,CF,CF2020011100359,6,302,,新疆,1920,4132A,S1U2P3
999900000134,CF,CF2020011105580,9,334,,新疆,1920,4130B,S4U2P2
999900000134,CF,CF2020011102502,3,314,,非新疆,1920,2129C,S2U2P2
999900000134,CF,CF2020011105256,6,333,,新疆,2020,3129B,S2U3P2
999900000134,CF,CF2020011104254,4,335,,非新疆,1920,1228A,S3U2P1
999900000134,CF,CF2020011104617,7,301,,新疆,1920,1228A,S4U3P1
999900000134,CF,CF2020011102620,9,302,,非新疆,1920,1129C,S1U3P3
999900000135,CF,CF2020011103740,3,327,,新疆,1920,1129A,S2U2P3
999900000135,CF,CF2020011101778,8,323,,新疆,2020,2229A,S3U2P1
999900000135,CF,CF2020011102392,1,308,,非新疆,1920,2129C,S2U4P2
999900000135,CF,CF2020011105500,8,332,,新疆,2020,1130B,S1U3P3
999900000136,CF,CF2020011108462,6,302,,非新疆,2020,1128A,S4U4P2
999900000137,CF,CF2020011100567,8,332,,新疆,2020,3130B,S1U2P2
999900000137,CF,CF2020011103486,1,322,,非新疆,1920,2230B,S4U3P3
999900000137,CF,CF2020011102922,5,303,,非新疆,2020,1229A,S3U2P1
999900000137,CF,CF2020011105136,7,326,,新疆,1920,2227A,S3U3P2
999900000137,CF,CF2020011100509,7,307,,非新疆,2020,1127B,S2U2P1
999900000137,CF,CF2020011104928,4,329,,非新疆,2020,1228B,S4U2P2
999900000137,CF,CF2020011102592,5,319,,非新疆,2020,3127B,S3U3P1
999900000137,CF,CF2020011107576,6,326,,新疆,1920,1229A,S3U2P3
999900000137,CF,CF2020011107418,1,303,,新疆,2020,3127A,S4U3P2
999900000138,CF,CF2020011103283,9,303,,非新疆,1920,2230B,S2U2P2
999900000138,CF,CF2020011102264,8,310,,非新疆,1920,4128C,S3U2P1
999900000138,CF,CF2020011100097,3,313,,新疆,1920,3128B,S4U2P2
999900000138,CF,CF2020011108655,3,303,,非新疆,2020,2128A,S2U2P3
999900000138,CF,CF2020011107162,9,328,,非新疆,1920,4128A,S1U2P2
999900000138,CF,CF2020011109960,2,335,,非新疆,1920,3130A,S3U4P2
999900000138,CF,CF2020011100110,5,324,,新疆,2020,4131A,S3U3P1
999900000138,CF,CF2020011103711,1,314,,非新疆,2020,4132A,S1U3P2
999900000139,CF,CF2020011101970,5,322,,新疆,1920,1129B,S3U3P3
999900000139,CF,CF2020011106137,4,302,,新疆,1920,1228C,S3U4P2
999900000139,CF,CF2020011103342,3,324,,非新疆,2020,4131A,S1U2P3
